State,GA,Policy (bill) identifier,Introduced date,Effective date,Passed introduced chamber date,Passed second chamber date,Dead date,Enacted (Y/N),Enacted Date,Matched keywords
Iowa,80,HF80,01/29/2003,,,,03/04/2003,,,Border
Iowa,80,HF23,01/15/2003,,,,03/24/2003,,,Migrant
Iowa,80,HF13,01/14/2003,,,,,,,Foreign
Iowa,80,HF178,02/12/2003,,,,,,,Citizenship
Iowa,80,HF171,02/11/2003,,04/22/2003,03/31/2003,,Y,05/02/2003,Foreign
Iowa,80,HF151,02/06/2003,,,,03/20/2003,,,Alien
Iowa,80,HF149,02/06/2003,,,,,,,Foreign
Iowa,80,HF101,01/31/2003,,,,,,,Citizenship
Iowa,80,HF287,02/25/2003,,,,,,,Border
Iowa,80,HF272,02/24/2003,,,,,,,Foreign
Iowa,80,HF262,02/21/2003,,,,04/23/2003,,,Visa
Iowa,80,HF234,02/18/2003,,03/04/2003,,,,,Border
Iowa,80,HF229,02/18/2003,,,,,,,Visa
Iowa,80,HF219,02/18/2003,,,,,,,Visa
Iowa,80,HF212,02/17/2003,,,,,,,Visa
Iowa,80,HF399,03/04/2003,,,,04/23/2003,,,"Alien, Foreign"
Iowa,80,HF396,03/04/2003,,03/18/2003,04/08/2003,,Y,04/14/2003,Visa
Iowa,80,HF372,03/03/2003,,,,03/31/2003,,,"Alien, Foreign"
Iowa,80,HF350,02/28/2003,,,,04/03/2003,,,Foreign
Iowa,80,HF327,02/26/2003,,,,,,,Foreign
Iowa,80,HF472,03/06/2003,,03/18/2003,04/07/2003,,Y,04/14/2003,Migrant
Iowa,80,HF468,03/06/2003,,,,,,,Foreign
Iowa,80,HF450,03/05/2003,,03/20/2003,04/28/2003,04/28/2003,,,Alien
Iowa,80,HF448,03/05/2003,,,,03/09/2004,,,Alien
Iowa,80,HF445,03/05/2003,,,,,,,Citizenship
Iowa,80,HF415,03/04/2003,,,,,,,Citizenship
Iowa,80,HF402,03/04/2003,,,,,,,Citizenship
Iowa,80,HF534,03/13/2003,,04/21/2003,04/30/2003,,Y,05/23/2003,Foreign
Iowa,80,HF521,03/12/2003,,,,,,,Foreign
Iowa,80,HF514,03/12/2003,,,,,,,Foreign
Iowa,80,HF512,03/12/2003,,,,,,,Foreign
Iowa,80,HF700,04/30/2003,,,,05/01/2003,,,Foreign
Iowa,80,HF692,04/22/2003,,06/03/2003,06/04/2003,,Y,06/19/2003,Foreign
Iowa,80,HF686,04/18/2003,,04/25/2003,,04/28/2003,,,Visa
Iowa,80,HF683,04/16/2003,,06/03/2003,06/04/2003,04/30/2003,Y,06/19/2003,"Citizenship, Migrant, Visa, Border, Foreign"
Iowa,80,HF647,03/19/2003,,03/31/2003,04/16/2003,03/31/2003,Y,04/28/2003,"Alien, Foreign"
Iowa,80,HF636,03/19/2003,,04/07/2003,03/31/2003,,Y,04/14/2003,"Visa, Foreign"
Iowa,80,HF633,03/19/2003,,03/25/2003,,,,,"Alien, Foreign"
Iowa,80,HF617,03/18/2003,,04/03/2003,04/16/2003,,Y,04/28/2003,Foreign
Iowa,80,HF615,03/18/2003,,03/24/2003,03/31/2003,,Y,04/09/2003,Visa
Iowa,80,HF612,03/18/2003,,03/31/2003,04/07/2003,,Y,04/14/2003,Alien
Iowa,80,HF611,03/18/2003,,,,,,,Foreign
Iowa,80,HF610,03/18/2003,,,,,,,Visa
Iowa,80,HF607,03/17/2003,,,,,,,Foreign
Iowa,80,HF605,03/17/2003,,,,02/19/2004,,,Citizenship
Iowa,80,SF97,02/05/2003,,03/17/2003,03/12/2003,03/12/2003,Y,03/28/2003,"Border, Foreign"
Iowa,80,SF60,01/29/2003,,,,,,,Border
Iowa,80,SF59,01/28/2003,,,,,,,Visa
Iowa,80,SF41,01/23/2003,,,,,,,Foreign
Iowa,80,SF31,01/21/2003,,,,,,,Foreign
Iowa,80,SF172,02/19/2003,,04/17/2003,04/14/2003,,Y,04/28/2003,Foreign
Iowa,80,SF165,02/18/2003,,,,,,,Foreign
Iowa,80,SF153,02/17/2003,,,,,,,Foreign
Iowa,80,SF132,02/12/2003,,,,,,,Visa
Iowa,80,SF129,02/12/2003,,,,,,,Visa
Iowa,80,SF124,02/12/2003,,,,,,,Visa
Iowa,80,SF113,02/11/2003,,,,,,,Foreign
Iowa,80,SF300,03/06/2003,,04/08/2003,,04/08/2003,,,Foreign
Iowa,80,SF297,03/05/2003,,04/05/2004,03/30/2004,03/30/2004,Y,05/06/2004,Foreign
Iowa,80,SF283,03/05/2003,,,,,,,"Alien, Foreign"
Iowa,80,SF394,03/17/2003,,03/24/2003,04/15/2003,,Y,04/25/2003,Visa
Iowa,80,SF389,03/13/2003,,,,04/07/2003,,,"Alien, Foreign"
Iowa,80,SF375,03/13/2003,,03/26/2003,04/22/2003,,Y,05/01/2003,Foreign
Iowa,80,SF374,03/13/2003,,,,,,,Foreign
Iowa,80,SF372,03/13/2003,,04/02/2003,04/17/2003,,Y,05/01/2003,Foreign
Iowa,80,SF365,03/12/2003,,,,03/31/2003,,,"Visa, Foreign"
Iowa,80,SF360,03/12/2003,,,,,,,Citizenship
Iowa,80,SF354,03/12/2003,,04/23/2003,04/22/2003,,Y,05/30/2003,Alien
Iowa,80,SF353,03/12/2003,,03/18/2003,04/22/2003,,Y,05/02/2003,Visa
Iowa,80,SF340,03/11/2003,,03/18/2003,04/15/2003,04/16/2003,Y,04/25/2003,Foreign
Iowa,80,SF312,03/06/2003,,,,,,,Alien
Iowa,80,SF311,03/06/2003,,,,,,,Citizenship
Iowa,80,SF458,04/29/2003,,05/01/2003,05/01/2003,05/01/2003,Y,05/30/2003,Foreign
Iowa,80,SF456,04/24/2003,,,,,,,Visa
Iowa,80,SF448,04/16/2003,,04/24/2003,,,,,Citizenship
Iowa,80,SF433,03/25/2003,,04/17/2003,04/09/2003,05/01/2003,Y,05/30/2003,Immigration
Iowa,80,HSB147,,,,,,,,Visa
Iowa,80,HSB266,,,,,,,,"Alien, Foreign"
Iowa,80,HSB261,,,,,,,,Visa
Iowa,80,HSB240,,,,,,,,"Visa, Foreign"
Iowa,80,HSB683,,,,,,,,Foreign
Iowa,80,HSB682,,,,,,,,"Visa, Foreign"
Iowa,80,HSB676,,,,,,,,Foreign
Iowa,80,HSB674,,,,,,,,Foreign
Iowa,80,HSB664,,,,,,,,Foreign
Iowa,80,HSB658,,,,,,,,Foreign
Iowa,80,HSB648,,,,,,,,"Visa, Foreign"
Iowa,80,HSB642,,,,,,,,Citizenship
Iowa,80,HSB626,,,,,,,,Foreign
Iowa,80,HSB730,,,,,,,,Foreign
Iowa,80,HSB727,,,,,,,,Foreign
Iowa,80,HSB725,,,,,,,,Foreign
Iowa,80,HSB719,,,,,,,,Foreign
Iowa,80,HSB715,,,,,,,,Foreign
Iowa,80,HSB710,,,,,,,,"Citizenship, Foreign"
Iowa,80,HSB705,,,,,,,,Border
Iowa,81,HF87,01/19/2005,,,,,,,Foreign
Iowa,81,HF80,01/19/2005,,,,,,,Citizenship
Iowa,81,HF78,01/19/2005,,,,,,,Citizenship
Iowa,81,HF75,01/14/2005,,,,,,,Citizenship
Iowa,81,HF68,01/14/2005,,,,,,,Foreign
Iowa,81,HF58,01/12/2005,,,,,,,Border
Iowa,81,HF188,02/02/2005,,,,,,,Foreign
Iowa,81,HF186,02/02/2005,,02/14/2005,04/05/2005,,Y,04/13/2005,Foreign
Iowa,81,HF178,02/02/2005,,,,,,,Foreign
Iowa,81,HF175,02/02/2005,,02/09/2005,02/24/2005,,Y,03/03/2005,Foreign
Iowa,81,HF168,02/01/2005,,,,,,,Foreign
Iowa,81,HF149,01/31/2005,,,,04/26/2005,,,Undocumented
Iowa,81,HF146,01/31/2005,,,,03/14/2005,,,Foreign
Iowa,81,HF130,01/25/2005,,,,,,,Undocumented
Iowa,81,HF129,01/25/2005,,,,03/14/2005,,,Foreign
Iowa,81,HF282,02/11/2005,,,,,,,Foreign
Iowa,81,HF243,02/09/2005,,,,,,,Foreign
Iowa,81,HF227,02/09/2005,,03/29/2005,03/14/2005,,Y,04/06/2005,Foreign
Iowa,81,HF226,02/09/2005,,,,,,,"Visa, Foreign"
Iowa,81,HF216,02/04/2005,,02/14/2005,02/24/2005,,Y,03/15/2005,Foreign
Iowa,81,HF397,02/23/2005,,,,,,,Visa
Iowa,81,HF396,02/23/2005,,,,,,,Citizenship
Iowa,81,HF387,02/23/2005,,,,04/25/2005,,,Foreign
Iowa,81,HF357,02/18/2005,,,,,,,Foreign
Iowa,81,HF328,02/16/2005,,,,03/16/2005,,,Foreign
Iowa,81,HF301,02/14/2005,,,,,,,Foreign
Iowa,81,HF425,02/23/2005,,,,04/13/2005,,,"Visa, Foreign"
Iowa,81,HF423,02/23/2005,,03/14/2005,04/18/2005,04/18/2005,Y,04/29/2005,Foreign
Iowa,81,HF413,02/23/2005,,,,,,,Border
Iowa,81,HF575,03/04/2005,,,,,,,Border
Iowa,81,HF553,03/03/2005,,,,,,,"Alien, Foreign"
Iowa,81,HF542,03/02/2005,,,,03/16/2005,,,Foreign
Iowa,81,HF514,03/02/2005,,,,,,,Visa
Iowa,81,HF700,03/11/2005,,03/16/2005,04/11/2005,,Y,04/29/2005,Foreign
Iowa,81,HF686,03/09/2005,,04/13/2005,,04/13/2005,,,Visa
Iowa,81,HF640,03/08/2005,,,,04/26/2005,,,Undocumented
Iowa,81,HF624,03/08/2005,,03/16/2005,,,,,Foreign
Iowa,81,HF622,03/08/2005,,,,04/12/2005,,,Visa
Iowa,81,HF612,03/07/2005,,,,03/30/2005,,,"Citizenship, Alien"
Iowa,81,HF609,03/07/2005,,,,03/29/2005,,,"Alien, Foreign"
Iowa,81,HF798,03/16/2005,,,,03/29/2005,,,Foreign
Iowa,81,HF785,03/15/2005,,,,04/28/2005,,,Alien
Iowa,81,HF784,03/15/2005,,03/23/2005,04/14/2005,,Y,04/22/2005,Foreign
Iowa,81,HF782,03/15/2005,,,,,,,Visa
Iowa,81,HF763,03/15/2005,,,,04/14/2005,,,"Alien, Foreign"
Iowa,81,HF749,03/14/2005,,,,,,,Foreign
Iowa,81,HF740,03/14/2005,,03/22/2005,,,,,Foreign
Iowa,81,HF733,03/11/2005,,,,04/13/2005,,,"Visa, Foreign"
Iowa,81,HF721,03/11/2005,,,,,,,Border
Iowa,81,HF882,04/28/2005,,05/20/2005,05/20/2005,05/20/2005,Y,06/16/2005,"Visa, Foreign"
Iowa,81,HF868,04/19/2005,,05/20/2005,05/20/2005,05/20/2005,Y,06/09/2005,"Visa, Foreign"
Iowa,81,HF859,04/15/2005,,04/20/2005,04/29/2005,,Y,05/20/2005,"Visa, Foreign"
Iowa,81,HF854,04/13/2005,,,,04/19/2005,,,Foreign
Iowa,81,HF851,04/13/2005,,,,,,,Foreign
Iowa,81,HF836,04/04/2005,,04/14/2005,04/27/2005,,Y,05/12/2005,"Alien, Foreign"
Iowa,81,HF835,04/04/2005,,04/13/2005,,,,,"Visa, Foreign"
Iowa,81,HF828,03/29/2005,,05/10/2005,05/05/2005,04/26/2005,Y,05/23/2005,Undocumented
Iowa,81,HF825,03/24/2005,,05/20/2005,05/20/2005,05/19/2005,Y,06/14/2005,Foreign
Iowa,81,HF816,03/22/2005,,05/20/2005,05/20/2005,05/10/2005,Y,06/06/2005,Visa
Iowa,81,HF809,03/17/2005,,04/28/2005,05/03/2005,05/20/2005,Y,06/09/2005,"Immigration, Alien"
Iowa,81,HF806,03/17/2005,,,,04/20/2005,,,"Visa, Foreign"
Iowa,81,SF63,01/25/2005,,,,,,,Citizenship
Iowa,81,SF51,01/24/2005,,,,,,,Foreign
Iowa,81,SF186,02/21/2005,,,,,,,Foreign
Iowa,81,SF175,02/17/2005,,,,03/14/2005,,,Foreign
Iowa,81,SF158,02/15/2005,,,,,,,Foreign
Iowa,81,SF283,03/07/2005,,03/29/2005,04/12/2005,03/29/2005,Y,04/19/2005,Visa
Iowa,81,SF277,03/07/2005,,,,,,,Visa
Iowa,81,SF271,03/07/2005,,,,,,,Undocumented
Iowa,81,SF270,03/03/2005,,03/09/2005,03/30/2005,,Y,04/06/2005,"Citizenship, Alien"
Iowa,81,SF229,02/28/2005,,,,,,,Undocumented
Iowa,81,SF367,03/14/2005,,03/23/2005,,,,,Foreign
Iowa,81,SF364,03/14/2005,,,,,,,Citizenship
Iowa,81,SF360,03/14/2005,,04/04/2005,04/19/2005,04/19/2005,Y,04/28/2005,Foreign
Iowa,81,SF348,03/10/2005,,,,,,,Visa
Iowa,81,SF338,03/10/2005,,,,,,,Alien
Iowa,81,SF330,03/10/2005,,04/19/2005,04/21/2005,,Y,04/28/2005,Foreign
Iowa,81,SF312,03/08/2005,,,,,,,Foreign
Iowa,81,SF413,04/21/2005,,05/05/2005,05/09/2005,05/05/2005,Y,06/03/2005,Border
Iowa,81,HSB92,,,,,,,,Foreign
Iowa,81,HSB69,,,,,,,,Foreign
Iowa,81,HSB58,,,,,,,,Citizenship
Iowa,81,HSB57,,,,,,,,Visa
Iowa,81,HSB54,,,,,,,,Foreign
Iowa,81,HSB35,,,,,,,,Foreign
Iowa,81,HSB28,,,,,,,,Undocumented
Iowa,81,HSB18,,,,,,,,"Citizenship, Foreign"
Iowa,81,HSB11,,,,,,,,Foreign
Iowa,81,HSB199,,,,,,,,Foreign
Iowa,81,HSB193,,,,,,,,Alien
Iowa,81,HSB182,,,,,,,,Visa
Iowa,81,HSB169,,,,,,,,"Alien, Foreign"
Iowa,81,HSB145,,,,,,,,Visa
Iowa,81,HSB139,,,,,,,,Border
Iowa,81,HSB125,,,,,,,,Foreign
Iowa,81,HSB122,,,,,,,,Foreign
Iowa,81,HSB118,,,,,,,,Foreign
Iowa,81,HSB109,,,,,,,,Visa
Iowa,81,HSB107,,,,,,,,"Citizenship, Foreign"
Iowa,81,HSB277,,,,,,,,Immigration
Iowa,81,HSB273,,,,,,,,Foreign
Iowa,81,HSB257,,,,,,,,"Visa, Border"
Iowa,81,HSB251,,,,,,,,Foreign
Iowa,81,HSB243,,,,,,,,Foreign
Iowa,81,HSB238,,,,,,,,Foreign
Iowa,81,HSB224,,,,,,,,Border
Iowa,81,HSB223,,,,,,,,Alien
Iowa,81,HSB221,,,,,,,,Visa
Iowa,81,HSB212,,,,,,,,"Alien, Foreign"
Iowa,81,HSB211,,,,,,,,Foreign
Iowa,81,HSB210,,,,,,,,"Citizenship, Alien"
Iowa,81,HSB201,,,,,,,,Visa
Iowa,81,HSB304,,,,,,,,Border
Iowa,81,HSB594,,,,,,,,Foreign
Iowa,81,HSB585,,,,,,,,Foreign
Iowa,81,HSB557,,,,,,,,"Citizenship, Alien"
Iowa,81,HSB550,,,,,,,,Citizenship
Iowa,81,HSB532,,,,,,,,Foreign
Iowa,81,HSB700,,,,,,,,Foreign
Iowa,81,HSB698,,,,,,,,Citizenship
Iowa,81,HSB676,,,,,,,,"Citizenship, Foreign"
Iowa,81,HSB669,,,,,,,,Foreign
Iowa,81,HSB667,,,,,,,,Foreign
Iowa,81,HSB664,,,,,,,,Foreign
Iowa,81,HSB647,,,,,,,,Visa
Iowa,81,HSB644,,,,,,,,Alien
Iowa,81,HSB639,,,,,,,,Foreign
Iowa,81,HSB636,,,,,,,,Foreign
Iowa,81,HSB628,,,,,,,,"Citizenship, Foreign"
Iowa,81,HSB615,,,,,,,,Foreign
Iowa,81,HSB779,,,,,,,,Foreign
Iowa,81,HSB778,,,,,,,,Visa
Iowa,81,HSB776,,,,,,,,Border
Iowa,81,HSB752,,,,,,,,Foreign
Iowa,81,HSB750,,,,,,,,"Alien, Foreign"
Iowa,81,HSB728,,,,,,,,Foreign
Iowa,81,HSB718,,,,,,,,Foreign
Iowa,81,HSB706,,,,,,,,"Immigration, Alien"
Iowa,82,HF82,01/22/2007,,,,,,,Foreign
Iowa,82,HF74,01/22/2007,,,,,,,Border
Iowa,82,HF3,01/08/2007,,,,,,,Border
Iowa,82,HF2,01/08/2007,,,,,,,Border
Iowa,82,HF114,01/24/2007,,,,,,,Visa
Iowa,82,HF267,02/08/2007,,,,,,,Foreign
Iowa,82,HF262,02/08/2007,,,,,,,Foreign
Iowa,82,HF257,02/07/2007,,,,,,,Foreign
Iowa,82,HF254,02/07/2007,,,,,,,Foreign
Iowa,82,HF253,02/07/2007,,,,,,,Foreign
Iowa,82,HF252,02/07/2007,,,,,,,Visa
Iowa,82,HF236,02/06/2007,,,,,,,Foreign
Iowa,82,HF230,02/05/2007,,,,,,,Foreign
Iowa,82,HF393,02/15/2007,,,,,,,Foreign
Iowa,82,HF356,02/13/2007,,,,,,,Foreign
Iowa,82,HF350,02/13/2007,,,,,,,Citizenship
Iowa,82,HF335,02/12/2007,,,,03/20/2007,,,Foreign
Iowa,82,HF499,02/22/2007,,04/17/2007,04/12/2007,,Y,05/09/2007,"Alien, Foreign"
Iowa,82,HF498,02/22/2007,,,,,,,Foreign
Iowa,82,HF477,02/21/2007,,,,,,,Border
Iowa,82,HF470,02/21/2007,,,,,,,Citizenship
Iowa,82,HF401,02/15/2007,,,,02/21/2007,,,"Border, Foreign"
Iowa,82,HF581,02/28/2007,,,,,,,Alien
Iowa,82,HF567,02/28/2007,,,,03/13/2007,,,Foreign
Iowa,82,HF516,02/23/2007,,,,03/13/2007,,,Foreign
Iowa,82,HF660,03/05/2007,,,,,,,Visa
Iowa,82,HF658,03/05/2007,,,,,,,"Visa, Border"
Iowa,82,HF657,03/05/2007,,,,,,,"Immigration, Alien"
Iowa,82,HF652,03/05/2007,,,,,,,Citizenship
Iowa,82,HF639,03/05/2007,,,,,,,Foreign
Iowa,82,HF618,03/05/2007,,03/26/2007,03/28/2007,03/26/2007,Y,04/03/2007,Foreign
Iowa,82,HF897,04/10/2007,,04/27/2007,04/28/2007,04/27/2007,Y,05/25/2007,Foreign
Iowa,82,HF875,03/22/2007,,,,03/27/2007,,,Foreign
Iowa,82,HF863,03/20/2007,,,,,,,Foreign
Iowa,82,HF854,03/19/2007,,,,,,,Visa
Iowa,82,HF807,03/14/2007,,,,03/27/2007,,,Foreign
Iowa,82,HF925,04/20/2007,,04/25/2007,04/27/2007,,Y,05/11/2007,Foreign
Iowa,82,HF924,04/20/2007,,04/27/2007,04/28/2007,,Y,05/24/2007,Foreign
Iowa,82,HF923,04/20/2007,,04/27/2007,04/28/2007,,Y,05/24/2007,Visa
Iowa,82,HF918,04/19/2007,,04/24/2007,04/27/2007,04/27/2007,Y,05/23/2007,Foreign
Iowa,82,HF912,04/18/2007,,04/25/2007,04/25/2007,04/25/2007,Y,05/25/2007,Foreign
Iowa,82,HF909,04/16/2007,,04/27/2007,04/28/2007,04/25/2007,Y,05/29/2007,"Migrant, Foreign"
Iowa,82,SF78,01/31/2007,,03/19/2007,03/13/2007,,Y,03/29/2007,Foreign
Iowa,82,SF74,01/30/2007,,02/08/2007,02/21/2007,,Y,03/09/2007,"Border, Foreign"
Iowa,82,SF62,01/25/2007,,01/30/2007,,,,,"Visa, Foreign"
Iowa,82,SF53,01/24/2007,,,,01/31/2007,,,Border
Iowa,82,SF42,01/23/2007,,02/21/2007,04/10/2007,,Y,04/16/2007,Foreign
Iowa,82,SF38,01/23/2007,,,,,,,Visa
Iowa,82,SF21,01/11/2007,,,,,,,Border
Iowa,82,SF200,02/19/2007,,03/14/2007,04/09/2007,04/09/2007,Y,04/16/2007,Border
Iowa,82,SF163,02/13/2007,,,,,,,Foreign
Iowa,82,SF129,02/08/2007,,02/14/2007,04/04/2007,,Y,04/10/2007,Foreign
Iowa,82,SF290,02/27/2007,,,,,,,Visa
Iowa,82,SF272,02/22/2007,,03/12/2007,03/13/2007,,Y,03/23/2007,Foreign
Iowa,82,SF267,02/22/2007,,,,,,,Citizenship
Iowa,82,SF250,02/21/2007,,,,,,,"Citizenship, Alien"
Iowa,82,SF397,03/07/2007,,,,,,,"Visa, Foreign"
Iowa,82,SF377,03/06/2007,,,,,,,"Citizenship, Foreign"
Iowa,82,SF370,03/06/2007,,,,,,,Visa
Iowa,82,SF361,03/06/2007,,03/21/2007,03/27/2007,03/27/2007,Y,04/04/2007,Foreign
Iowa,82,SF333,03/05/2007,,04/17/2007,04/09/2007,,Y,05/09/2007,Alien
Iowa,82,SF500,03/12/2007,,,,,,,Foreign
Iowa,82,SF492,03/12/2007,,,,,,,Alien
Iowa,82,SF459,03/08/2007,,,,,,,Foreign
Iowa,82,SF456,03/08/2007,,,,,,,Foreign
Iowa,82,SF442,03/08/2007,,03/14/2007,,,,,Foreign
Iowa,82,SF436,03/08/2007,,,,,,,Alien
Iowa,82,SF433,03/08/2007,,,,,,,Foreign
Iowa,82,SF431,03/08/2007,,03/14/2007,03/27/2007,,Y,04/10/2007,Visa
Iowa,82,SF430,03/08/2007,,04/19/2007,04/18/2007,04/18/2007,Y,05/25/2007,Foreign
Iowa,82,SF423,03/08/2007,,,,,,,"Immigration, Citizenship"
Iowa,82,SF401,03/07/2007,,,,04/09/2007,,,Foreign
Iowa,82,SF599,04/19/2007,,04/19/2007,,,,,Foreign
Iowa,82,SF596,04/18/2007,,04/19/2007,,04/19/2007,,,Visa
Iowa,82,SF593,04/18/2007,,04/27/2007,04/27/2007,,Y,05/24/2007,Foreign
Iowa,82,SF591,04/18/2007,,04/19/2007,,,,,"Citizenship, Alien"
Iowa,82,SF575,04/02/2007,,04/24/2007,04/23/2007,04/23/2007,Y,05/29/2007,Foreign
Iowa,82,SF569,03/29/2007,,04/09/2007,,,,,Foreign
Iowa,82,SF562,03/21/2007,,04/05/2007,04/17/2007,04/17/2007,Y,05/29/2007,"Immigration, Alien, Border"
Iowa,82,SF561,03/19/2007,,,,,,,Foreign
Iowa,82,SF559,03/15/2007,,04/26/2007,04/25/2007,04/25/2007,Y,05/24/2007,Foreign
Iowa,82,SF557,03/15/2007,,03/19/2007,04/24/2007,,Y,05/24/2007,Visa
Iowa,82,SF547,03/14/2007,,,,,,,Foreign
Iowa,82,SF543,03/13/2007,,04/03/2007,04/17/2007,,,,Border
Iowa,82,SF536,03/13/2007,,,,,,,Foreign
Iowa,82,SF535,03/13/2007,,03/21/2007,03/27/2007,03/21/2007,Y,04/04/2007,Foreign
Iowa,82,SF534,03/13/2007,,03/20/2007,,,,,Foreign
Iowa,82,SF530,03/13/2007,,04/23/2007,04/20/2007,04/20/2007,Y,05/11/2007,Foreign
Iowa,82,SF518,03/13/2007,,03/26/2007,04/17/2007,,Y,05/11/2007,Foreign
Iowa,82,SF601,04/20/2007,,04/28/2007,04/28/2007,04/28/2007,Y,05/29/2007,Foreign
Iowa,82,HSB52,,,,,,,,Foreign
Iowa,82,HSB41,,,,,,,,Foreign
Iowa,82,HSB35,,,,,,,,"Citizenship, Alien"
Iowa,82,HSB32,,,,,,,,Foreign
Iowa,82,HSB20,,,,,,,,"Border, Foreign"
Iowa,82,HSB17,,,,,,,,"Visa, Foreign"
Iowa,82,HSB16,,,,,,,,"Visa, Foreign"
Iowa,82,HSB14,,,,,,,,Citizenship
