State,GA,Policy (bill) identifier,Introduced date,Effective date,Passed introduced chamber date,Passed second chamber date,Dead date,Enacted (Y/N),Enacted Date,Matched keywords
Iowa,89,SF62,01/12/2021,,,,,,,Citizenship
Iowa,89,SF31,01/11/2021,,,,,,,"Visa, Foreign"
Iowa,89,SF159,01/25/2021,,01/28/2021,,,,,Foreign
Iowa,89,SF149,01/25/2021,,,,,,,Foreign
Iowa,89,SF101,01/19/2021,,,,,,,Foreign
Iowa,89,SF266,02/04/2021,,,,,,,Foreign
Iowa,89,SF246,02/03/2021,,,,,,,"Immigration, Citizenship"
Iowa,89,SF240,02/03/2021,,02/09/2021,02/10/2021,,Y,03/08/2021,Visa
Iowa,89,SF202,02/02/2021,,,,,,,Foreign
Iowa,89,SF389,02/17/2021,,02/23/2021,,,,,"Immigration, Citizenship"
Iowa,89,SF388,02/17/2021,,,,04/06/2021,,,"Immigration, Citizenship"
Iowa,89,SF385,02/17/2021,,,,04/07/2021,,,Foreign
Iowa,89,SF375,02/16/2021,,,,,,,Foreign
Iowa,89,SF359,02/15/2021,,,,,,,Border
Iowa,89,SF348,02/11/2021,,03/08/2021,03/30/2022,,,,"Visa, Foreign"
Iowa,89,SF346,02/11/2021,,,,,,,Foreign
Iowa,89,SF339,02/11/2021,,,,,,,"Immigration, Alien"
Iowa,89,SF305,02/10/2021,,,,,,,Migrant
Iowa,89,SF303,02/10/2021,,,,,,,Foreign
Iowa,89,SF499,03/01/2021,,,,,,,Foreign
Iowa,89,SF472,02/25/2021,,,,,,,Foreign
Iowa,89,SF468,02/25/2021,,03/17/2021,,,,,Foreign
Iowa,89,SF465,02/25/2021,,,,,,,Foreign
Iowa,89,SF415,02/18/2021,,,,05/19/2021,,,Foreign
Iowa,89,SF414,02/18/2021,,,,,,,"Alien, Foreign"
Iowa,89,SF598,04/13/2021,,,,05/17/2021,,,Foreign
Iowa,89,SF595,04/07/2021,,,,05/18/2021,,,Alien
Iowa,89,SF580,03/16/2021,,03/17/2021,,,,,Foreign
Iowa,89,SF579,03/15/2021,,,,05/05/2021,,,Foreign
Iowa,89,SF578,03/11/2021,,04/28/2021,05/07/2021,04/28/2021,Y,06/08/2021,"Border, Foreign"
Iowa,89,SF576,03/10/2021,,03/17/2021,,,,,Foreign
Iowa,89,SF558,03/04/2021,,,,,,,Foreign
Iowa,89,SF553,03/04/2021,,,,04/07/2021,,,Foreign
Iowa,89,SF541,03/04/2021,,05/05/2021,03/29/2021,,Y,05/20/2021,Foreign
Iowa,89,SF522,03/02/2021,,04/05/2022,03/23/2022,03/23/2022,Y,06/15/2022,Foreign
Iowa,89,SF521,03/02/2021,,03/09/2021,,,,,Migrant
Iowa,89,SF520,03/02/2021,,,,04/07/2021,,,"Alien, Visa, Foreign"
Iowa,89,SF513,03/02/2021,,03/09/2022,04/05/2022,,Y,05/23/2022,Border
Iowa,89,SF621,10/28/2021,,10/28/2021,10/28/2021,,Y,11/04/2021,Alien
Iowa,89,SF609,04/22/2021,,,,,,,Foreign
Iowa,89,SF606,04/21/2021,,,,05/17/2021,,,"Immigration, Citizenship"
Iowa,89,HSB95,01/20/2021,,,,,,,Border
Iowa,89,HSB70,01/19/2021,,,,,,,Foreign
Iowa,89,HSB39,01/13/2021,,,,,,,Foreign
Iowa,89,HSB38,01/13/2021,,,,,,,"Visa, Foreign"
Iowa,89,HSB37,01/13/2021,,,,,,,Visa
Iowa,89,HSB34,01/13/2021,,,,,,,"Immigration, Citizenship"
Iowa,89,HSB27,01/13/2021,,,,,,,"Visa, Foreign"
Iowa,89,HSB198,02/10/2021,,,,,,,Foreign
Iowa,89,HSB174,02/02/2021,,,,,,,Foreign
Iowa,89,HSB161,01/28/2021,,,,,,,Foreign
Iowa,89,HSB128,01/25/2021,,,,,,,Border
Iowa,89,HSB119,01/21/2021,,,,,,,Foreign
Iowa,89,HSB109,01/21/2021,,,,,,,Foreign
Iowa,89,HSB278,05/05/2021,,,,,,,Foreign
Iowa,89,HSB262,03/02/2021,,,,,,,"Border, Foreign"
Iowa,89,HSB255,02/25/2021,,,,,,,Visa
Iowa,89,HSB242,02/23/2021,,,,,,,Foreign
Iowa,89,HSB240,02/23/2021,,,,,,,Foreign
Iowa,89,HSB236,02/23/2021,,,,,,,"Alien, Visa, Foreign"
Iowa,89,HSB227,02/18/2021,,,,,,,Foreign
Iowa,89,HSB212,02/15/2021,,,,,,,Foreign
Iowa,89,HSB209,02/15/2021,,,,,,,Foreign
Iowa,89,HSB204,02/15/2021,,,,,,,"Visa, Foreign"
Iowa,89,HSB587,01/20/2022,,,,,,,Foreign
Iowa,89,HSB552,01/19/2022,,,,,,,"Visa, Foreign"
Iowa,89,HSB547,01/18/2022,,,,,,,Foreign
Iowa,89,HSB507,01/11/2022,,,,,,,"Immigration, Citizenship"
Iowa,89,HSB680,02/08/2022,,,,,,,"Visa, Foreign"
Iowa,89,HSB679,02/08/2022,,,,,,,Foreign
Iowa,89,HSB678,02/08/2022,,,,,,,Foreign
Iowa,89,HSB674,02/08/2022,,,,,,,"Immigration, Citizenship"
Iowa,89,HSB672,02/08/2022,,,,,,,"Immigration, Citizenship"
Iowa,89,HSB670,02/04/2022,,,,,,,Foreign
Iowa,89,HSB662,02/03/2022,,,,,,,Foreign
Iowa,89,HSB635,02/01/2022,,,,,,,"Immigration, Alien"
Iowa,89,HSB630,01/28/2022,,,,,,,Foreign
Iowa,89,HSB621,01/26/2022,,,,,,,Border
Iowa,89,HSB607,01/25/2022,,,,,,,Citizenship
Iowa,89,HSB604,01/25/2022,,,,,,,Foreign
Iowa,89,HSB602,01/25/2022,,,,,,,Foreign
Iowa,89,HSB724,02/16/2022,,,,,,,Alien
Iowa,89,HSB715,02/14/2022,,,,,,,"Alien, Foreign"
Iowa,89,HSB707,02/10/2022,,,,,,,Foreign
Iowa,89,HSB706,02/10/2022,,,,,,,"Immigration, Citizenship"
Iowa,90,HF70,01/20/2023,,,,,,,Border
Iowa,90,HF55,01/17/2023,,,,04/12/2023,,,"Border, Foreign"
Iowa,90,HF40,01/12/2023,,,,,,,Foreign
Iowa,90,HF24,01/12/2023,,,,,,,Foreign
Iowa,90,HF7,01/11/2023,,,,,,,Citizenship
Iowa,90,HF5,01/11/2023,,,,,,,"Immigration, Citizenship"
Iowa,90,HF182,02/01/2023,,,,,,,Citizenship
Iowa,90,HF181,02/01/2023,,,,,,,Foreign
Iowa,90,HF147,01/30/2023,,,,,,,"Border, Foreign"
Iowa,90,HF286,02/14/2023,,,,,,,"Immigration, Alien, Migrant, Foreign"
Iowa,90,HF271,02/13/2023,,02/22/2023,04/19/2023,,Y,04/28/2023,"Alien, Foreign"
Iowa,90,HF216,02/07/2023,,02/15/2023,05/02/2023,,Y,06/01/2023,Foreign
Iowa,90,HF211,02/07/2023,,,,,,,"Alien, Foreign"
Iowa,90,HF370,02/20/2023,,03/16/2023,,03/16/2023,,,Visa
Iowa,90,HF363,02/20/2023,,,,,,,Border
Iowa,90,HF346,02/20/2023,,,,03/15/2023,,,"Immigration, Citizenship"
Iowa,90,HF344,02/20/2023,,,,04/12/2023,,,"Border, Foreign"
Iowa,90,HF483,02/28/2023,,,,,,,Citizenship
Iowa,90,HF477,02/27/2023,,,,,,,Border
Iowa,90,HF444,02/24/2023,,,,,,,Citizenship
Iowa,90,HF442,02/24/2023,,,,,,,Border
Iowa,90,HF431,02/24/2023,,,,04/11/2023,,,Foreign
Iowa,90,HF581,03/02/2023,,,,,,,Border
Iowa,90,HF573,03/02/2023,,03/09/2023,04/19/2023,,Y,05/03/2023,"Visa, Foreign"
Iowa,90,HF567,03/02/2023,,03/09/2023,04/19/2023,,Y,05/03/2023,"Citizenship, Visa, Foreign"
Iowa,90,HF558,03/02/2023,,,,,,,Border
Iowa,90,HF551,03/02/2023,,,,,,,Foreign
Iowa,90,HF547,03/02/2023,,03/21/2023,,,,,Foreign
Iowa,90,HF542,03/01/2023,,,,,,,"Alien, Foreign"
Iowa,90,HF523,03/01/2023,,,,,,,Citizenship
Iowa,90,HF522,03/01/2023,,,,,,,Foreign
Iowa,90,HF510,02/28/2023,,,,,,,"Alien, Foreign"
Iowa,90,HF508,02/28/2023,,,,,,,Alien
Iowa,90,HF686,03/29/2023,,,,,,,Immigration
Iowa,90,HF675,03/20/2023,,04/11/2023,04/26/2023,,Y,05/11/2023,Foreign
Iowa,90,HF674,03/20/2023,,04/19/2024,04/19/2024,,Y,05/08/2024,"Border, Foreign"
Iowa,90,HF670,03/17/2023,,04/12/2023,04/24/2023,,Y,06/01/2023,Foreign
Iowa,90,HF664,03/13/2023,,04/17/2024,04/10/2024,,Y,05/17/2024,Foreign
Iowa,90,HF662,03/09/2023,,,,03/15/2023,,,"Citizenship, Alien, Migrant, Undocumented, Visa, Border, Foreign"
Iowa,90,HF656,03/07/2023,,03/14/2023,04/17/2023,,Y,04/27/2023,Border
Iowa,90,HF650,03/07/2023,,,,,,,"Visa, Foreign"
Iowa,90,HF647,03/07/2023,,,,05/02/2023,,,Migrant
Iowa,90,HF642,03/07/2023,,,,,,,"Alien, Foreign"
Iowa,90,HF640,03/07/2023,,,,04/12/2023,,,Foreign
Iowa,90,HF637,03/06/2023,,,,,,,Citizenship
Iowa,90,HF618,03/03/2023,,,,03/20/2024,,,Foreign
Iowa,90,HF727,05/03/2023,,,,05/03/2023,,,Border
Iowa,90,HF725,05/02/2023,,,,05/04/2023,,,Alien
Iowa,90,HF715,04/13/2023,,,,05/01/2023,,,"Visa, Foreign"
Iowa,90,SF98,01/19/2023,,,,,,,Foreign
Iowa,90,SF80,01/17/2023,,,,,,,"Border, Foreign"
Iowa,90,SF50,01/11/2023,,,,,,,Foreign
Iowa,90,SF17,01/09/2023,,,,,,,Foreign
Iowa,90,SF167,01/30/2023,,,,,,,Migrant
Iowa,90,SF147,01/26/2023,,,,05/02/2023,,,Foreign
Iowa,90,SF141,01/26/2023,,,,,,,Foreign
Iowa,90,SF140,01/25/2023,,,,,,,Foreign
Iowa,90,SF136,01/25/2023,,,,,,,Foreign
Iowa,90,SF120,01/24/2023,,,,,,,"Citizenship, Foreign"
Iowa,90,SF108,01/19/2023,,02/28/2024,,,,,"Immigration, Alien"
Iowa,90,SF295,02/15/2023,,03/05/2024,02/29/2024,,Y,04/10/2024,"Visa, Foreign"
Iowa,90,SF292,02/15/2023,,,,,,,Foreign
Iowa,90,SF286,02/14/2023,,,,04/19/2023,,,"Citizenship, Visa, Foreign"
Iowa,90,SF273,02/13/2023,,,,,,,Border
Iowa,90,SF268,02/13/2023,,,,,,,Citizenship
Iowa,90,SF262,02/13/2023,,03/06/2023,03/15/2023,,Y,03/28/2023,"Immigration, Citizenship"
Iowa,90,SF244,02/08/2023,,,,,,,Foreign
Iowa,90,SF390,02/23/2023,,,,,,,Visa
Iowa,90,SF380,02/22/2023,,,,,,,"Border, Foreign"
Iowa,90,SF364,02/22/2023,,,,04/19/2023,,,"Immigration, Visa, Foreign"
Iowa,90,SF306,02/15/2023,,,,,,,"Visa, Foreign"
Iowa,90,SF498,03/02/2023,,,,,,,Foreign
Iowa,90,SF494,03/02/2023,,03/22/2023,04/13/2023,04/13/2023,Y,06/01/2023,"Immigration, Citizenship"
Iowa,90,SF477,03/01/2023,,03/26/2024,03/18/2024,,Y,05/03/2024,"Immigration, Foreign"
Iowa,90,SF473,03/01/2023,,03/21/2023,04/04/2023,,Y,04/28/2023,Visa
Iowa,90,SF439,02/27/2023,,,,,,,Immigration
Iowa,90,SF425,02/27/2023,,,,,,,Foreign
Iowa,90,SF424,02/27/2023,,,,,,,Foreign
Iowa,90,SF421,02/27/2023,,,,,,,Foreign
Iowa,90,SF420,02/27/2023,,,,04/19/2023,,,"Alien, Foreign"
Iowa,90,SF418,02/27/2023,,03/22/2023,04/19/2023,,Y,05/03/2023,Foreign
Iowa,90,SF404,02/23/2023,,,,,,,Visa
Iowa,90,SF574,04/24/2023,,04/16/2024,03/06/2024,03/06/2024,Y,05/01/2024,Foreign
Iowa,90,SF569,04/18/2023,,04/19/2023,,,,,Foreign
Iowa,90,SF566,04/06/2023,,,,04/26/2023,,,Foreign
Iowa,90,SF562,04/04/2023,,05/02/2023,05/03/2023,05/03/2023,Y,06/01/2023,Border
Iowa,90,SF559,04/04/2023,,05/02/2023,05/04/2023,05/04/2023,Y,06/01/2023,Alien
Iowa,90,SF558,04/04/2023,,04/25/2023,05/02/2023,05/02/2023,Y,06/01/2023,Foreign
Iowa,90,SF556,03/23/2023,,,,,,,Foreign
Iowa,90,SF549,03/09/2023,,04/24/2023,04/13/2023,,Y,06/01/2023,Alien
Iowa,90,SF544,03/06/2023,,,,04/27/2023,,,Foreign
Iowa,90,SF542,03/06/2023,,05/03/2023,05/02/2023,05/02/2023,Y,05/26/2023,Migrant
Iowa,90,SF541,03/06/2023,,,,04/24/2023,,,Foreign
Iowa,90,SF540,03/06/2023,,,,,,,Foreign
Iowa,90,SF526,03/06/2023,,,,,,,"Visa, Foreign"
Iowa,90,SF509,03/02/2023,,,,,,,Foreign
Iowa,90,HSB96,01/25/2023,,,,,,,"Alien, Foreign"
Iowa,90,HSB68,01/20/2023,,,,,,,Foreign
Iowa,90,HSB41,01/17/2023,,,,,,,Foreign
Iowa,90,HSB15,01/12/2023,,,,,,,Foreign
Iowa,90,HSB12,01/12/2023,,,,,,,"Immigration, Citizenship"
Iowa,90,HSB5,01/11/2023,,,,,,,Foreign
Iowa,90,HSB2,01/11/2023,,,,,,,Foreign
Iowa,90,HSB251,04/28/2023,,,,,,,Border
Iowa,90,HSB249,04/28/2023,,,,,,,Alien
Iowa,90,HSB228,03/08/2023,,,,,,,Foreign
Iowa,90,HSB227,03/08/2023,,,,,,,Foreign
Iowa,90,HSB222,02/28/2023,,,,,,,"Immigration, Citizenship"
Iowa,90,HSB220,02/28/2023,,,,,,,Border
Iowa,90,HSB212,02/27/2023,,,,,,,Border
Iowa,90,HSB207,02/24/2023,,,,,,,Foreign
Iowa,90,HSB596,01/22/2024,,,,,,,Visa
Iowa,90,HSB559,01/16/2024,,,,,,,Foreign
Iowa,90,HSB542,01/10/2024,,,,,,,Visa
Iowa,90,HSB534,01/09/2024,,,,,,,Citizenship
Iowa,90,HSB700,02/13/2024,,,,,,,Foreign
Iowa,90,HSB697,02/12/2024,,,,,,,Citizenship
Iowa,90,HSB696,02/12/2024,,,,,,,Border
Iowa,90,HSB694,02/12/2024,,,,,,,Visa
Iowa,90,HSB682,02/08/2024,,,,,,,Foreign
Iowa,90,HSB674,02/07/2024,,,,,,,"Visa, Border"
Iowa,90,HSB670,02/06/2024,,,,,,,Foreign
Iowa,90,HSB664,02/06/2024,,,,,,,Citizenship
Iowa,90,HSB663,02/06/2024,,,,,,,"Alien, Foreign"
Iowa,90,HSB659,02/06/2024,,,,,,,Foreign
Iowa,90,HSB653,02/05/2024,,,,,,,"Citizenship, Visa, Border"
Iowa,90,HSB649,02/01/2024,,,,,,,Foreign
Iowa,90,HSB645,01/31/2024,,,,,,,"Migrant, Foreign"
Iowa,90,HSB632,01/30/2024,,,,,,,Foreign
Iowa,90,HSB626,01/29/2024,,,,,,,Foreign
Iowa,90,HSB624,01/29/2024,,,,,,,Visa
Iowa,90,HSB622,01/29/2024,,,,,,,"Migrant, Foreign"
Iowa,90,HSB606,01/24/2024,,,,,,,Foreign
Iowa,90,HSB752,04/18/2024,,,,,,,Border
Iowa,90,HSB739,03/14/2024,,,,,,,Foreign
Iowa,90,HSB724,02/21/2024,,,,,,,Visa
Iowa,90,HSB720,02/20/2024,,,,,,,Visa
Iowa,90,HSB710,02/13/2024,,,,,,,Citizenship
Iowa,90,HSB705,02/13/2024,,,,,,,Foreign
Iowa,90,HSB704,02/13/2024,,,,,,,Foreign
Iowa,90,HSB703,02/13/2024,,,,,,,"Immigration, Alien, Foreign"
Iowa,91,HF99,01/22/2025,,,,,,,"Citizenship, Foreign"
Iowa,91,HF91,01/17/2025,,,,,,,Citizenship
Iowa,91,HF83,01/17/2025,,,,,,,"Alien, Foreign"
Iowa,91,HF53,01/14/2025,,,,,,,Border
Iowa,91,HF191,02/03/2025,,,,,,,Border
Iowa,91,HF165,01/30/2025,,,,04/17/2025,,,"Immigration, Citizenship"
Iowa,91,HF151,01/30/2025,,,,,,,Border
Iowa,91,HF115,01/23/2025,,,,,,,"Migrant, Visa"
Iowa,91,HF290,02/10/2025,,,,,,,Citizenship
Iowa,91,HF256,02/06/2025,,,,,,,Foreign
Iowa,91,HF255,02/06/2025,,,,,,,Foreign
Iowa,91,HF254,02/06/2025,,,,,,,Foreign
Iowa,91,HF230,02/06/2025,,,,03/31/2025,,,Alien
Iowa,91,HF210,02/06/2025,,,,,,,Foreign
Iowa,91,HF469,02/19/2025,,,,,,,Foreign
Iowa,91,HF451,02/18/2025,,,,,,,Foreign
Iowa,91,HF439,02/17/2025,,,,,,,"Immigration, Citizenship, Foreign"
Iowa,91,HF437,02/17/2025,,03/18/2025,04/15/2025,03/18/2025,Y,06/11/2025,Citizenship
Iowa,91,HF430,02/17/2025,,,,,,,Border
Iowa,91,HF429,02/17/2025,,,,,,,Foreign
Iowa,91,HF428,02/17/2025,,,,,,,"Border, Foreign"
Iowa,91,HF576,02/24/2025,,,,,,,"Migrant, Visa"
Iowa,91,HF575,02/24/2025,,,,,,,Foreign
Iowa,91,HF572,02/24/2025,,03/20/2025,,03/20/2025,,,Immigration
Iowa,91,HF688,02/28/2025,,,,,,,Foreign
Iowa,91,HF687,02/28/2025,,,,,,,Foreign
Iowa,91,HF666,02/28/2025,,,,,,,"Alien, Foreign"
Iowa,91,HF800,03/05/2025,,,,,,,Foreign
Iowa,91,HF778,03/05/2025,,03/17/2025,04/08/2025,,Y,05/01/2025,Foreign
Iowa,91,HF759,03/05/2025,,,,04/28/2025,,,Foreign
Iowa,91,HF756,03/05/2025,,,,04/28/2025,,,Foreign
Iowa,91,HF732,03/04/2025,,,,,,,Citizenship
Iowa,91,HF730,03/04/2025,,,,,,,Border
Iowa,91,HF828,03/07/2025,,,,,,,Immigration
Iowa,91,HF997,04/07/2025,,04/21/2025,,,,,Foreign
Iowa,91,HF954,03/12/2025,,03/25/2025,04/07/2025,,Y,06/02/2025,Citizenship
Iowa,91,HF952,03/12/2025,,,,05/08/2025,,,Foreign
Iowa,91,HF946,03/12/2025,,03/26/2025,,,,,Immigration
Iowa,91,HF930,03/12/2025,,,,,,,Foreign
Iowa,91,HF927,03/12/2025,,,,,,,Border
Iowa,91,HF912,03/11/2025,,,,,,,Foreign
Iowa,91,HF1045,05/09/2025,,,,05/13/2025,,,Citizenship
Iowa,91,HF1043,05/09/2025,,,,05/13/2025,,,Foreign
Iowa,91,HF1040,05/05/2025,,,,05/13/2025,,,Alien
Iowa,91,HF1028,04/17/2025,,04/24/2025,05/13/2025,,,,Foreign
Iowa,91,SF94,01/22/2025,,,,,,,Citizenship
Iowa,91,SF55,01/16/2025,,,,,,,Alien
Iowa,91,SF54,01/16/2025,,,,,,,Foreign
Iowa,91,SF48,01/15/2025,,,,,,,Foreign
Iowa,91,SF2,01/13/2025,,,,,,,Foreign
Iowa,91,SF173,02/03/2025,,,,,,,Border
Iowa,91,SF161,01/29/2025,,,,,,,Alien
Iowa,91,SF155,01/29/2025,,,,,,,"Citizenship, Foreign"
Iowa,91,SF127,01/23/2025,,,,,,,Citizenship
Iowa,91,SF297,02/12/2025,,04/21/2025,05/08/2025,,,,Foreign
Iowa,91,SF279,02/12/2025,,,,,,,Alien
Iowa,91,SF227,02/06/2025,,,,,,,Foreign
Iowa,91,SF221,02/05/2025,,,,,,,Foreign
Iowa,91,SF396,02/20/2025,,,,04/08/2025,,,Foreign
Iowa,91,SF390,02/20/2025,,,,,,,Foreign
Iowa,91,SF369,02/19/2025,,04/14/2025,04/17/2025,04/17/2025,Y,05/27/2025,"Immigration, Citizenship"
Iowa,91,SF354,02/18/2025,,,,,,,Border
Iowa,91,SF307,02/13/2025,,,,,,,Foreign
Iowa,91,SF302,02/13/2025,,,,,,,"Citizenship, Foreign"
Iowa,91,SF495,03/04/2025,,,,04/14/2025,,,Alien
Iowa,91,SF494,03/04/2025,,03/24/2025,,,,,Alien
Iowa,91,SF479,03/03/2025,,,,,,,Foreign
Iowa,91,SF477,03/03/2025,,,,04/08/2025,,,Foreign
Iowa,91,SF435,02/25/2025,,,,,,,Border
Iowa,91,SF586,03/10/2025,,,,,,,Foreign
Iowa,91,SF570,03/10/2025,,,,,,,Foreign
Iowa,91,SF550,03/06/2025,,,,,,,Citizenship
Iowa,91,SF532,03/05/2025,,,,,,,Alien
Iowa,91,SF519,03/05/2025,,,,04/15/2025,,,Citizenssadfasdfhip
Iowa,91,SF517,03/05/2025,,,,,,,Foreign
Iowa,91,SF509,03/04/2025,,,,,,,Foreign
Iowa,91,SF646,05/01/2025,,05/12/2025,05/13/2025,,Y,06/11/2025,Foreign
Iowa,91,SF645,04/30/2025,,05/13/2025,05/13/2025,,Y,06/11/2025,Alien
Iowa,91,SF630,04/17/2025,,,,05/13/2025,,,Foreign
Iowa,91,SF614,03/19/2025,,,,05/13/2025,,,Visa
Iowa,91,HSB89,01/28/2025,,,,,,,Visa
Iowa,91,HSB80,01/23/2025,,,,,,,Border
Iowa,91,HSB72,01/23/2025,,,,,,,Foreign
Iowa,91,HSB71,01/23/2025,,,,,,,Foreign
Iowa,91,HSB54,01/22/2025,,,,,,,Foreign
Iowa,91,HSB52,01/22/2025,,,,,,,Citizenship
Iowa,91,HSB37,01/17/2025,,,,,,,"Immigration, Citizenship, Foreign"
Iowa,91,HSB30,01/15/2025,,,,,,,"Immigration, Citizenship"
Iowa,91,HSB187,02/17/2025,,,,,,,Immigration
Iowa,91,HSB177,02/13/2025,,,,,,,Foreign
Iowa,91,HSB141,02/06/2025,,,,,,,Foreign
Iowa,91,HSB137,02/06/2025,,,,,,,"Immigration, Citizenship"
Iowa,91,HSB132,02/05/2025,,,,,,,Foreign
Iowa,91,HSB119,02/03/2025,,,,,,,Foreign
Iowa,91,HSB115,02/03/2025,,,,,,,Foreign
Iowa,91,HSB109,01/30/2025,,,,,,,Foreign
Iowa,91,HSB293,03/04/2025,,,,,,,Border
Iowa,91,HSB291,03/04/2025,,,,,,,Foreign
Iowa,91,HSB289,03/04/2025,,,,,,,Foreign
Iowa,91,HSB285,03/04/2025,,,,,,,Immigration
Iowa,91,HSB282,03/04/2025,,,,,,,Immigration
Iowa,91,HSB281,03/03/2025,,,,,,,Citizenship
Iowa,91,HSB223,02/20/2025,,,,,,,Foreign
Iowa,91,HSB211,02/19/2025,,,,,,,Foreign
Iowa,91,HSB338,04/30/2025,,,,,,,Foreign
Iowa,91,HSB337,04/29/2025,,,,,,,Citizenship
Iowa,91,HSB336,04/29/2025,,,,,,,Alien
Iowa,91,HSB309,03/06/2025,,,,,,,Foreign
Iowa,91,HSB308,03/06/2025,,,,,,,Foreign
